"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"2778","숙박업","03_11_03_P","5020000","5040000-201-1991-00002","1991-02-13","","03","폐업","02","폐업","2005-09-30","","","","054 2824115","0.00","791-845","경상북도 포항시 북구 죽도동 709-1번지","","","콘티넨탈여관","2003-08-20 00:00:00","I","2018-08-31 23:59:59","여관업","411935.329702877","282045.363323697","여관업","","","","","","","15","15","","","","","","","N",
"2779","숙박업","03_11_03_P","5020000","5040000-201-1987-00003","1987-11-24","","03","폐업","02","폐업","2018-09-13","","","","054 2722999","0.00","791-845","경상북도 포항시 북구 죽도동 711-9번지","경상북도 포항시 북구 중흥로101번길 16-7 (죽도동)","","수호여관","2018-09-17 11:07:04","U","2018-09-17 23:59:59","여관업","411786.454912202","282024.441390863","여관업","0","0","0","0","0","0","12","11","","","","","","","N",
"2780","숙박업","03_11_03_P","5020000","5040000-201-1981-00003","1981-06-21","","03","폐업","02","폐업","2012-10-16","","","","054 2739231","0.00","791-842","경상북도 포항시 북구 죽도동 106-16번지","경상북도 포항시 북구 죽도로40번길 67 (죽도동)","37745","목화장여관","2011-04-07 15:25:16","I","2018-08-31 23:59:59","여관업","412780.93915119","283426.606751413","여관업","","","","","","","12","11","","","","","","","N",
"2781","숙박업","03_11_03_P","5020000","5040000-201-1986-00006","1986-04-15","","03","폐업","02","폐업","2015-08-13","","","","054 2721322","0.00","791-844","경상북도 포항시 북구 죽도동 639-8번지","경상북도 포항시 북구 중흥로191번길 41 (죽도동)","37754","국빈장여관","2008-05-09 10:10:53","I","2018-08-31 23:59:59","여관업","411995.173728953","282826.997139013","여관업","0","0","0","0","0","0","8","12","","","","","","","N",
"2782","숙박업","03_11_03_P","5020000","5040000-201-1988-00005","1988-11-23","","03","폐업","02","폐업","2017-09-13","","","","054241 1140","0.00","791-818","경상북도 포항시 북구 죽도동 20-44번지","경상북도 포항시 북구 죽도로 79-15 (죽도동)","37741","호수장여관","2017-09-13 15:50:39","I","2018-08-31 23:59:59","여관업","413439.449457658","284060.793764351","여관업","","","","","","","10","10","","","","","","","N",
"2783","숙박업","03_11_03_P","5020000","5030000-201-2002-00015","2002-10-10","","03","폐업","02","폐업","2017-01-30","","","","054 2219461","1030.92","790-826","경상북도 포항시 남구 대잠동 780-177번지","경상북도 포항시 남구 행복길75번길 11 (대잠동)","37662","라라쿱 영일대","2017-01-17 11:12:15","I","2018-08-31 23:59:59","숙박업 기타","410402.140540467","281868.211429299","숙박업 기타","2","1","2","2","","","","28","","","","임대","","","N",
"2784","숙박업","03_11_03_P","5020000","5040000-201-1998-00018","1998-03-27","","03","폐업","02","폐업","2017-07-28","","","","054 2721570","0.00","791-842","경상북도 포항시 북구 죽도동 104-15번지","경상북도 포항시 북구 중흥로300번길 4 (죽도동)","37774","석류장여관","2017-07-28 16:47:44","I","2018-08-31 23:59:59","여관업","412973.093042476","283506.262017493","여관업","","","","","","","10","10","","","","","","","N",
"2785","숙박업","03_11_03_P","5020000","5030000-201-1987-00014","1987-08-21","","03","폐업","02","폐업","2017-03-16","","","","054 2838688","0.00","790-861","경상북도 포항시 남구 해도동 96-19번지","경상북도 포항시 남구 문예로 150 (해도동)","","동궁장여관","2013-07-08 09:58:19","I","2018-08-31 23:59:59","여관업","413611.955895347","282331.244463051","여관업","3","","1","3","","","20","","","","","임대","","","N",
"2786","숙박업","03_11_03_P","5020000","5040000-201-1972-00003","1972-09-08","","03","폐업","02","폐업","2005-06-14","","","","","","791-061","경상북도 포항시 북구 동빈1가 143번지","","","우성여인숙","2003-10-27 00:00:00","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","","","","","","","","","","","","","","","N",
"2787","숙박업","03_11_03_P","5020000","5040000-201-1971-00003","1971-02-11","","03","폐업","02","폐업","2018-08-27","","","","","","791-100","경상북도 포항시 북구 대신동 598번지","","","흥해여인숙","2018-08-28 11:49:51","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","","","N",
"2788","숙박업","03_11_03_P","5020000","5040000-201-1987-00007","1987-01-21","","03","폐업","02","폐업","2003-12-19","","","","","","791-062","경상북도 포항시 북구 동빈2가 123-17번지","","","영빈여인숙","2003-12-19 00:00:00","I","2018-08-31 23:59:59","여인숙업","413487.437028705","284840.170417276","여인숙업","","","","","","","","","","","","","","","N",
"2789","숙박업","03_11_03_P","5020000","5040000-201-1978-00005","1978-09-28","","03","폐업","02","폐업","2018-09-13","","","","","","791-062","경상북도 포항시 북구 동빈2가 122-20번지","경상북도 포항시 북구 해동로 245 (동빈2가)","37728","새대구","2018-09-17 11:00:08","U","2018-09-17 23:59:59","여인숙업","413521.484893213","284882.48475351","여인숙업","0","0","0","0","0","0","0","0","","","","","","","N",
"2790","숙박업","03_11_03_P","5020000","5040000-201-1971-00004","1971-02-11","","03","폐업","02","폐업","2004-02-02","","","","","","791-030","경상북도 포항시 북구 대흥동 598번지","","","흥해여인숙","2004-02-02 00:00:00","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","","","","","","","","","","","","","","","N",
"2791","숙박업","03_11_03_P","5020000","5040000-201-1970-00001","1970-04-16","","03","폐업","02","폐업","2018-08-27","","","","","","791-030","경상북도 포항시 북구 대흥동 595-87번지","경상북도 포항시 북구 용당로 103-1 (대흥동)","37707","영미여인숙","2018-08-28 10:16:57","I","2018-08-31 23:59:59","여인숙업","412797.275696924","284384.025795505","여인숙업","0","0","0","0","0","0","0","0","","","","","","","N",
"2792","숙박업","03_11_03_P","5020000","5040000-201-1978-00003","1978-12-15","","03","폐업","02","폐업","2003-08-01","","","","054 2478189","0.00","791-818","경상북도 포항시 북구 죽도동 12-132번지","","","부성여관","2003-10-16 00:00:00","I","2018-08-31 23:59:59","여관업","413332.508878201","284062.545473177","여관업","","","","","","","8","8","","","","","","","N",
"2793","숙박업","03_11_03_P","5020000","5040000-201-1978-00004","1978-04-08","","03","폐업","02","폐업","2011-07-26","","","","054 2472256","0.00","791-818","경상북도 포항시 북구 죽도동 11-26번지","","","명승여관","2003-08-20 00:00:00","I","2018-08-31 23:59:59","여관업","413277.062977504","284109.735102746","여관업","","","","","","","12","11","","","","","","","N",
"2794","숙박업","03_11_03_P","5020000","5040000-201-1998-00011","1998-06-15","","03","폐업","02","폐업","2023-08-18","","","","054 2465454","932.66","791-120","경상북도 포항시 북구 항구동 29-12","경상북도 포항시 북구 삼호로 150 (항구동)","37708","호텔 인스타 오션","2023-08-18 10:37:54","U","2023-08-20 02:40:00","여관업","413877.606981616","286174.23117821","여관업","6","0","1","6","0","0","5","26","","","","","0","0","N",
"2795","숙박업","03_11_03_P","5020000","5030000-201-1971-00002","1971-07-28","","03","폐업","02","폐업","2018-09-18","","","","","0.00","790-830","경상북도 포항시 남구 송도동 산 1번지","","","연상장","2018-09-18 17:54:35","U","2018-09-18 23:59:59","여관업","","","여관업","0","0","0","0","0","0","0","0","","","","","","","N",
"2796","숙박업","03_11_03_P","5020000","5030000-201-1972-00003","1972-05-16","","03","폐업","02","폐업","2018-09-18","","","","054 247 0878","0.00","790-830","경상북도 포항시 남구 송도동 산 1번지","","","부여","2018-09-18 18:03:54","U","2018-09-18 23:59:59","여관업","","","여관업","0","0","0","0","0","0","0","0","","","","","","","N",
"2797","숙박업","03_11_03_P","5020000","5040000-201-1990-00004","1990-05-17","","03","폐업","02","폐업","2004-09-30","","","","054 2772222","0.00","791-842","경상북도 포항시 북구 죽도동 95-39번지","","","다이아몬드여관","2003-08-20 00:00:00","I","2018-08-31 23:59:59","여관업","412868.238965845","283557.934740446","여관업","","","","","","","27","27","","","","","","","N",
"2798","숙박업","03_11_03_P","5020000","5040000-201-1995-00007","1995-08-09","","03","폐업","02","폐업","2011-01-26","","","","054 2838417","0.00","791-845","경상북도 포항시 북구 죽도동 711-7번지","","","진성장여관","2011-01-31 10:50:46","I","2018-08-31 23:59:59","여관업","411767.266669385","281993.012308683","여관업","0","0","0","0","0","0","10","10","","","","","","","N",
"2799","숙박업","03_11_03_P","5020000","5040000-201-1974-00001","1974-05-07","","03","폐업","02","폐업","2019-10-02","","","","","","791-040","경상북도 포항시 북구 남빈동 989-118번지","경상북도 포항시 북구 칠성로 2-1 (남빈동)","37739","한성여인숙","2019-10-07 15:40:17","U","2019-10-09 02:40:00","여인숙업","412855.007491691","284232.168095834","여인숙업","3","0","2","3","0","0","10","0","","","","","","","N",
"2800","숙박업","03_11_03_P","5020000","5040000-201-1969-00001","1969-03-05","","03","폐업","02","폐업","2018-09-13","","","","","","791-030","경상북도 포항시 북구 대흥동 720-9번지","경상북도 포항시 북구 중앙상가4길 8 (대흥동)","37737","경일여인숙","2018-09-17 11:05:44","U","2018-09-17 23:59:59","여인숙업","412945.440921071","284536.166978793","여인숙업","0","0","0","0","0","0","0","0","","","","","","","N",
"2801","숙박업","03_11_03_P","5020000","5040000-201-1984-00009","1984-07-19","","03","폐업","02","폐업","2018-08-27","","","","","","791-010","경상북도 포항시 북구 신흥동 831-37번지","","","세종","2018-08-28 10:06:18","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","0","0","0","0","0","0","10","0","","","","","","","N",
"2802","숙박업","03_11_03_P","5020000","5040000-201-1972-00002","1972-06-23","","03","폐업","02","폐업","2003-12-04","","","","","","791-040","경상북도 포항시 북구 남빈동 591-10번지","","","한여인숙","2003-12-04 00:00:00","I","2018-08-31 23:59:59","여인숙업","412869.030190634","284280.758785116","여인숙업","","","","","","","","","","","","","","","N",
"2803","숙박업","03_11_03_P","5020000","5040000-201-1974-00002","1974-09-26","","03","폐업","02","폐업","2018-09-13","","","","054 247 7864","","791-062","경상북도 포항시 북구 동빈2가 136번지","","","신광여인숙","2018-09-17 10:57:57","U","2018-09-17 23:59:59","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","","","N",
"2804","숙박업","03_11_03_P","5020000","5040000-201-1973-00001","1973-10-22","","03","폐업","02","폐업","2018-08-27","","","","","","791-030","경상북도 포항시 북구 대흥동 717번지","","","미진여인숙","2018-08-28 09:34:06","I","2018-08-31 23:59:59","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","","","N",
"2805","숙박업","03_11_03_P","5020000","5040000-201-1968-00004","1968-09-04","","03","폐업","02","폐업","2018-09-13","","","","","","791-030","경상북도 포항시 북구 대흥동 595-66번지","경상북도 포항시 북구 용당로91번길 4-5 (대흥동)","37707","초원여인숙","2018-09-17 10:57:21","U","2018-09-17 23:59:59","여인숙업","412747.138777983","284322.869915223","여인숙업","0","0","0","0","0","0","0","0","","","","","","","N",
"2806","숙박업","03_11_03_P","5020000","5030000-201-1979-00001","1979-01-05","","03","폐업","02","폐업","2004-02-26","","","","054 2722126","354.12","790-838","경상북도 포항시 남구 해도동 33-104번지","","","반도","2004-02-26 00:00:00","I","2018-08-31 23:59:59","여관업","413380.49888677","283341.325261193","여관업","3","1","1","2","","","13","","","","","임대","","","N",
"2807","숙박업","03_11_03_P","5020000","5030000-201-1979-00005","1979-06-21","","03","폐업","02","폐업","2018-09-17","","","","054 2474188","0.00","790-830","경상북도 포항시 남구 송도동 산 1번지","","","대구","2018-09-17 13:49:21","U","2018-09-17 23:59:59","여관업","","","여관업","0","0","0","0","0","0","0","0","","","","","","","N",
"2808","숙박업","03_11_03_P","5020000","5030000-201-1997-00004","1997-04-18","","03","폐업","02","폐업","2016-01-04","","","","054 2838350","456.28","790-827","경상북도 포항시 남구 상도동 5-7번지","경상북도 포항시 남구 대해로90번길 46 (상도동)","37783","해선장","2003-04-10 00:00:00","I","2018-08-31 23:59:59","여관업","412662.028892449","282425.389139686","여관업","5","1","1","5","","","3","15","","","","자가","","","N",
"2809","숙박업","03_11_03_P","5020000","5030000-201-1980-00001","1980-07-05","","03","폐업","02","폐업","2018-09-18","","","","","231.58","790-881","경상북도 포항시 남구 연일읍 괴정리 392-3번지","경상북도 포항시 남구 연일읍 연일로 191","37847","용승여관","2018-09-18 21:15:21","U","2018-09-18 23:59:59","여관업","411274.095054369","279609.844899684","여관업","3","0","1","2","0","0","11","0","","","","임대","","","N",
"2810","숙박업","03_11_03_P","5020000","5030000-201-1990-00017","1990-06-26","","03","폐업","02","폐업","2014-04-17","","","","054 2734141","668.56","790-828","경상북도 포항시 남구 상도동 584-8번지","경상북도 포항시 남구 중흥로61번길 16-2 (상도동)","37761","로뎀모텔","2014-02-21 11:27:15","I","2018-08-31 23:59:59","여관업","411578.914810565","281623.808401339","여관업","5","1","1","4","","","2","24","","","","임대","","","N",
"2811","숙박업","03_11_03_P","5020000","5030000-201-1997-00012","1997-11-26","","03","폐업","02","폐업","2017-08-18","","","","054 282 2727","361.13","790-826","경상북도 포항시 남구 대잠동 936-13번지","경상북도 포항시 남구 새천년대로434번길 3 (대잠동)","37761","에이플러스(A+)모텔","2017-08-18 11:44:43","I","2018-08-31 23:59:59","여관업","411359.177128805","281880.853727133","여관업","4","1","1","4","","","12","","","","","자가","","","N",
"2812","숙박업","03_11_03_P","5020000","5030000-201-1987-00011","1987-05-12","","03","폐업","02","폐업","2004-03-12","","","","054 2727011","0.00","790-828","경상북도 포항시 남구 상도동 584-3번지","","","대구장","2003-10-16 00:00:00","I","2018-08-31 23:59:59","여관업","411615.073271855","281649.88194324","여관업","3","1","1","3","1","1","19","","","","","임대","","","N",
